trans_type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,trans_datetime
Cash_Out,1355.33,C802,66567,65693.67,C1361,112780,115696.33,0,0,27/07/2022 23:36
PAYMENT,3590.93,C282,89301,83981.07,C1537,180706,185648.93,0,0,10/09/2023 08:39
PAYMENT,550.33,C448,51224,52360.67,C1003,26968,27326.33,0,0,22/03/2023 18:04
PAYMENT,2426.69,C581,56063,54028.31,C1804,185905,191960.69,0,0,01/11/2023 12:00
transfer,3343.9,C764,55240,47185.1,C1788,171277,175508.9,0,0,25/09/2023 03:04
PAYMENT,5280.99,C65,81352,80065.01,C1283,173613,179630.99,0,0,24/02/2022 13:58
TRANSFER,15032.05,C326,17868,6260.95,C1721,125401,137791.05,0,0,12/01/2022 07:11
TRANSFER,4589.6,C455,75973,66790.4,C1799,28285,36448.6,0,0,19/10/2023 00:49
PAYMENT,6804.96,C958,80989,69877.04,C1358,103507,110701.96,0,0,04/02/2023 15:14
Cash_Out,3528.79,C476,22222,14862.21,C1692,183585,186329.79,0,0,10/10/2023 20:36
Cash_Out,5027.03,C847,79794,78389.97,C1764,15430,15863.03,0,0,30/05/2023 08:16
transfer,367.87,C284,63924,66338.13,C1928,140105,139812.87,0,0,18/10/2023 09:22
Cash_Out,1467.77,C30,99854,102560.23,C1281,150990,147522.77,0,0,26/06/2023 21:23
 CASH_IN,2245.93,C447,78513,74311.07,C1656,18256,15728.93,0,0,25/08/2022 19:31
 CASH_IN,3197.97,C213,54649,51981.03,C1951,179594,179975.97,0,0,06/10/2022 17:09
 CASH_IN,233.62,C692,83749,83507.38,C1627,195425,197458.62,0,0,14/12/2022 05:58
CASHOUT,754.25,C713,10223,8392.75,C1348,121946,127404.25,0,0,19/09/2023 21:50
Cash_Out,1620.45,C579,48166,48515.55,C1979,31188,35559.45,0,0,14/04/2022 03:42
TRANSFER,17794.99,C24,39369,19886.01,C1029,55134,77049.99,0,0,22/09/2023 15:02
payment ,2012.45,C759,86379,83684.55,C1888,52657,55492.45,0,0,01/06/2023 00:41
Cash_Out,3289.3,C372,69392,62790.7,C1753,36088,35557.3,0,0,05/09/2022 15:26
 CASH_IN,1091.39,C396,59526,53901.61,C1516,146051,151373.39,0,0,30/12/2022 06:39
transfer,4718.05,C336,12661,12479.95,C1373,199336,200155.05,0,0,17/11/2022 10:47
Cash_Out,1647.27,C935,15591,11365.73,C1773,50106,48852.27,1,0,25/09/2023 08:17
 CASH_IN,1159.61,C967,71718,72837.39,C1617,132667,129339.61,0,0,13/10/2022 04:08
transfer,3634.27,C854,55235,51107.73,C1123,163696,164162.27,0,0,29/05/2022 14:55
CASHOUT,27.61,C902,7970,7663.39,C1445,67824,69988.61,0,0,25/03/2022 21:10
PAYMENT,38.47,C671,47922,48254.53,C1393,105149,105994.47,0,0,10/02/2023 23:01
CASHOUT,1236.34,C279,30755,33721.66,C1837,171503,170855.34,0,1,01/04/2023 04:36
TRANSFER,187.06,C768,19416,21769.94,C1649,94547,95584.06,0,0,10/06/2022 17:13
payment ,571.59,C622,13672,17969.41,C1617,121624,124793.59,0,0,05/04/2023 15:56
CASHOUT,2068.95,C558,83468,77885.05,C1724,148199,149610.95,0,0,04/07/2023 08:14
CASHOUT,8112.25,C690,46996,43491.75,C1811,17878,25618.25,0,0,15/05/2023 00:27
TRANSFER,4243.73,C547,74095,74400.27,C1055,60690,66117.73,0,0,24/05/2023 16:33
TRANSFER,3594.05,C922,64,1052.95,C1131,77838,85413.05,0,0,16/10/2023 22:41
PAYMENT,1737.08,C197,68835,71867.92,C1780,187432,185469.08,0,0,26/04/2023 15:10
PAYMENT,13423.16,C553,70385,55710.84,C1121,108484,118854.16,0,0,25/10/2023 10:26
Cash_Out,2529.32,C478,5639,6168.68,C1201,131279,131050.32,0,0,24/04/2022 12:36
transfer,455.61,C843,11055,8102.39,C1719,1083,5824.61,0,0,01/08/2023 04:47
TRANSFER,4799.47,C601,59220,57275.53,C1786,182636,183793.47,0,0,27/12/2022 18:00
CASHOUT,604.28,C856,87594,89044.72,C1965,3311,2571.28,0,0,07/12/2022 17:54
CASHOUT,2117.3,C579,29427,22708.7,C1601,23135,20559.3,0,0,25/03/2023 03:29
PAYMENT,3540.41,C69,82516,78357.59,C1701,57109,57099.41,0,0,29/06/2022 21:04
transfer,10366.21,C504,64666,50838.79,C1264,61354,74086.21,0,0,03/12/2023 06:27
 CASH_IN,3401.61,C109,64274,64300.39,C1557,194719,195243.61,0,0,11/02/2023 23:34
TRANSFER,6057.65,C381,10866,6993.35,C1823,106892,112831.65,0,0,28/10/2023 09:11
 CASH_IN,704.88,C408,48226,51640.12,C1039,62233,59601.88,0,0,11/04/2023 08:26
transfer,1606.07,C350,31335,29237.93,C1578,177284,180263.07,0,0,07/11/2022 10:33
TRANSFER,2509.13,C533,50547,49088.87,C1112,89468,90925.13,0,0,19/09/2022 01:39
CASHOUT,2739.42,C500,26162,24574.58,C1338,188848,196173.42,0,1,23/02/2023 13:52
CASHOUT,2646.82,C994,89449,90413.18,C1061,51588,53306.82,0,0,10/02/2023 14:20
PAYMENT,11908.74,C788,24687,11902.26,C1226,31716,42258.74,0,0,23/05/2022 17:44
transfer,6259.39,C910,98756,89891.61,C1173,127558,129031.39,0,0,08/12/2022 00:42
CASHOUT,4681.26,C706,10995,10165.74,C1133,78255,81008.26,0,0,12/11/2022 12:59
 CASH_IN,1850.77,C420,56488,53587.23,C1284,152849,154171.77,0,0,11/04/2022 01:16
PAYMENT,15512.19,C921,34954,14820.81,C1625,180357,194575.19,0,0,05/05/2023 01:20
 CASH_IN,8607.39,C110,5967,1801.61,C1107,121921,126734.39,0,0,12/01/2022 21:52
 CASH_IN,7.83,C208,88294,90571.17,C1142,93481,97089.83,0,0,27/08/2022 16:50
Cash_Out,591.17,C741,87278,73801.13,C1568,159860,123563.37,0,0,15/07/2023 12:10
transfer,262.45,C438,64471,66918.55,C1293,135091,138760.45,0,0,11/02/2022 10:35
payment ,1489.38,C177,37116,36418.62,C1276,75018,76354.38,0,0,09/11/2023 03:08
transfer,306.85,C930,92116,95727.15,C1491,46873,42527.85,0,0,17/08/2023 06:59
PAYMENT,4629.12,C761,34227,34256.88,C1562,130241,133521.12,0,0,05/03/2023 20:51
Cash_Out,607.94,C327,47664,46961.06,C1470,180085,180441.94,0,0,04/08/2022 00:01
CASHOUT,2421.23,C883,28069,26646.77,C1275,190642,192057.23,0,0,01/11/2023 14:15
TRANSFER,3046.2,C10,87342,87902.8,C1233,94672,92720.2,0,0,07/04/2023 17:15
PAYMENT,2302.67,C251,14407,14226.33,C1241,47672,46091.67,0,0,14/05/2022 14:50
TRANSFER,644.99,C855,59201,54155.01,C1257,6121,11039.99,0,0,08/03/2022 01:57
Cash_Out,2714.57,C234,80093,79666.43,C1748,99332,103929.57,0,0,07/01/2022 05:13
payment ,6955.09,C647,54348,50313.91,C1031,82445,85917.09,0,0,10/06/2023 06:00
Cash_Out,368.27,C253,81981,78179.73,C1366,67863,68077.27,0,0,14/03/2022 19:57
transfer,417.89,C565,17878,13554.11,C1347,150002,148998.89,0,0,03/02/2023 11:07
TRANSFER,2190.75,C477,83100,85548.25,C1759,49987,49556.75,0,0,09/02/2023 11:41
TRANSFER,14212.97,C128,78629,69100.03,C1131,100787,119203.97,1,0,06/11/2023 22:26
Cash_Out,5521.73,C737,55420,51089.27,C1774,128215,133000.73,0,0,01/08/2023 15:17
payment ,5676.43,C531,91987,82768.57,C1770,166574,170073.43,0,0,10/05/2022 21:34
TRANSFER,2246.46,C99,43168,45321.54,C1792,97083,95177.46,0,0,11/04/2023 10:57
 CASH_IN,4502.83,C289,54862,53405.17,C1367,31688,41086.83,0,0,25/07/2022 03:35
CASHOUT,50.91,C568,89622,89505.09,C1761,108034,108120.91,0,0,23/09/2022 22:19
Cash_Out,5054.33,C225,82025,73324.67,C1264,108406,108665.33,0,0,21/06/2023 11:00
transfer,12225.75,C652,28004,17251.25,C1214,7304,15049.75,0,0,10/09/2022 04:21
transfer,4741.15,C124,20471,19133.85,C1214,135121,138438.15,0,0,16/10/2022 07:15
transfer,10345.42,C437,91820,80368.58,C1281,14947,25405.42,0,0,13/06/2022 01:13
TRANSFER,6436.28,C820,60167,56762.72,C1999,9495,17189.28,0,0,05/04/2022 11:14
Cash_Out,642.34,C563,83828,81148.66,C1831,24707,27156.34,0,0,20/04/2022 20:28
transfer,11637.12,C645,65308,51712.88,C1529,192992,201763.12,0,0,02/12/2022 22:24
Cash_Out,343.77,C803,83969,85598.23,C1983,44544,44725.77,0,0,26/08/2022 22:22
TRANSFER,3817.5,C664,14568,12889.5,C1858,161778,163070.5,0,0,16/01/2023 03:00
CASHOUT,766.56,C346,9466,10629.44,C1001,100770,102353.56,0,0,12/03/2023 09:10
CASHOUT,58.88,C697,91057,87730.12,C1512,165065,164668.88,0,0,28/04/2023 00:40
CASHOUT,2741.2,C750,57324,57452.8,C1815,14987,20521.2,0,0,25/01/2022 20:31
TRANSFER,1748.08,C182,15467,14058.92,C1463,150161,147694.08,0,0,15/10/2023 08:36
transfer,3327.66,C350,97555,94338.34,C1446,65997,72467.66,0,0,27/04/2022 15:08
Cash_Out,223.62,C795,52948,55526.38,C1215,11465,10785.62,0,0,27/01/2023 10:18
CASHOUT,656.26,C377,16676,20481.74,C1163,82071,82924.26,0,0,21/06/2023 07:21
Cash_Out,4089.5,C707,94791,93228.5,C1702,32640,33886.5,0,0,20/03/2022 23:05
TRANSFER,2101.63,C464,31514,29280.37,C1586,75997,81968.63,0,0,03/08/2023 23:08
PAYMENT,6531.38,C677,22650,12647.62,C1537,12366,17425.38,0,0,22/06/2022 06:56
PAYMENT,5281.96,C801,88290,79089.04,C1510,29895,33735.96,0,0,12/01/2022 11:30
 CASH_IN,9341.18,C339,77701,71353.82,C1773,1785,14260.18,0,0,08/05/2022 23:20
TRANSFER,5896.28,C140,10683,3317.72,C1793,6242,15700.28,0,0,31/08/2023 00:07
transfer,2809.99,C110,98092,99625.01,C1220,24529,25275.99,0,0,02/04/2022 09:54
payment ,5588.47,C260,59819,59144.53,C1554,112616,121376.47,0,0,15/10/2023 02:24
Cash_Out,1610.55,C895,80978,75083.45,C1633,64399,69147.55,0,0,27/06/2023 12:13
TRANSFER,1828.68,C187,4860,4260.32,C1640,6356,8325.68,0,0,16/06/2023 00:35
PAYMENT,2956.74,C370,31351,30178.26,C1282,85380,84259.74,0,0,23/03/2023 05:17
CASHOUT,8006.86,C357,62744,53831.14,C1070,18220,26617.86,0,0,25/01/2023 12:47
CASHOUT,8641.74,C272,24346,16186.26,C1884,156723,168021.74,0,0,03/11/2023 23:54
payment ,9744.25,C696,74155,65150.75,C1373,97222,102801.25,0,0,12/02/2022 19:12
transfer,2819.24,C603,6955,6354.76,C1444,192922,193720.24,0,0,10/05/2022 15:14
payment ,1919.99,C448,65642,64876.01,C1200,34261,33604.99,0,0,01/03/2022 00:59
transfer,4363.75,C705,70290,65768.25,C1641,189551,193435.75,0,0,25/10/2023 04:57
 CASH_IN,2319.49,C416,44293,45076.51,C1379,181772,181467.49,0,0,12/04/2023 22:12
 CASH_IN,4594.9,C871,61336,61170.1,C1841,130792,130839.9,0,0,14/10/2022 08:47
PAYMENT,6113.84,C860,21662,12566.16,C1592,103467,108039.84,0,0,01/06/2023 02:29
TRANSFER,5830.26,C387,6408,628.74,C1765,42380,46757.26,0,0,12/04/2023 16:51
transfer,2346.44,C337,40403,41765.56,C1414,79833,78327.44,0,0,11/12/2022 07:11
PAYMENT,912.77,C310,1225,3147.23,C1064,104008,100442.77,0,0,04/10/2023 06:27
 CASH_IN,2815.24,C919,12196,5818.76,C1377,88324,90716.24,0,0,17/01/2023 23:57
Cash_Out,769.22,C927,69786,68102.78,C1657,127718,123608.22,0,0,21/11/2023 20:35
TRANSFER,11040.79,C328,15372,4458.21,C1645,104992,114650.79,0,0,10/09/2022 09:47
payment ,2122.3,C46,17279,12208.7,C1101,27011,30763.3,0,0,25/02/2022 23:31
Cash_Out,838.9,C655,95729,97419.1,unknown,179675,179235.9,0,0,08/04/2023 15:36
CASHOUT,128.89,C148,54240,56258.11,C1041,93593,91804.89,0,0,02/04/2023 17:48
CASHOUT,5189.78,C349,92404,86582.22,C1878,118339,124458.78,0,0,24/03/2022 00:45
TRANSFER,5065.42,C322,38187,32638.58,C1195,149519,156307.42,0,0,09/04/2022 02:55
transfer,2082.16,C864,48481,43710.84,C1359,83940,85835.16,0,0,29/05/2022 15:11
TRANSFER,372.07,C926,28475,28679.93,C1771,86677,85356.07,0,0,25/11/2022 21:34
transfer,2635.02,C119,44552,45889.98,C1098,113570,114847.02,0,0,05/06/2022 14:58
payment ,1864.15,C397,67969,62348.85,C1387,64583,64264.15,0,0,09/07/2022 03:12
CASHOUT,5652.38,C645,76534,68297.62,C1064,63056,71129.38,0,0,09/05/2023 02:46
 CASH_IN,4654.22,C196,96669,93504.78,C1296,81468,88169.22,0,0,20/09/2022 20:15
 CASH_IN,2267.45,C412,99605,98505.55,C1426,122897,129840.45,0,1,21/03/2022 03:20
TRANSFER,1228.82,C438,6858,9796.18,C1222,12017,16713.82,0,0,04/02/2023 12:29
TRANSFER,22129.25,C36,74486,53195.75,C1756,37880,60597.25,0,0,01/09/2023 00:53
 CASH_IN,5828.16,C419,25168,22745.84,C1914,106360,116628.16,0,0,07/09/2023 16:08
transfer,757.33,C724,32099,35668.67,C1148,58936,64009.33,0,0,06/07/2023 16:32
CASHOUT,3323.67,C459,71180,69953.33,C1508,195680,203852.67,0,0,11/04/2022 08:11
CASHOUT,139.61,C109,61455,61324.39,C1441,47266,52350.61,0,0,25/12/2022 05:10
transfer,3520.59,C186,54240,47301.41,C1413,185626,187548.59,0,0,15/01/2023 19:31
payment ,16623.6,C470,74796,62096.4,C1115,189287,205242.6,0,0,09/08/2022 05:12
transfer,2424.22,C77,54592,55043.78,C1902,99138,105505.22,1,0,24/02/2023 13:00
payment ,198.88,C959,47458,44686.12,C1452,60656,56018.88,0,0,04/05/2022 23:14
transfer,157.23,C938,58046,58609.77,C1319,54104,56250.23,0,0,26/02/2023 03:32
CASHOUT,2455.01,C373,16488,17455.99,C1769,76844,84183.01,0,0,19/08/2022 22:34
 CASH_IN,7057.31,C124,52669,48443.69,C1895,254,5086.31,0,0,30/04/2023 09:02
 CASH_IN,3067.27,C315,10845,8152.73,C1078,141378,141213.27,0,0,20/09/2023 23:09
payment ,1707.14,C957,36059,29753.86,C1742,65516,68449.14,0,0,04/12/2023 06:33
CASHOUT,11517.09,C319,18394,8443.91,C1356,93077,106215.09,0,0,28/07/2023 09:35
payment ,617.28,C474,93993,93240.72,C1118,199269,195668.28,0,0,28/04/2023 23:35
payment ,15608.61,C488,45906,33443.39,C1585,149295,167723.61,0,0,03/06/2023 12:52
Cash_Out,1884.15,C825,59332,52511.85,C1520,67967,73997.15,0,0,04/06/2022 12:03
Cash_Out,10964.34,C513,37305,23577.66,C1278,50117,65932.34,0,0,02/04/2022 06:11
transfer,4618.38,C333,42628,40779.62,C1781,1737,1495.38,0,0,10/06/2023 16:49
 CASH_IN,8763.87,C70,21352,16729.13,C1565,82404,86886.87,0,0,31/03/2023 00:20
payment ,20679.95,C464,86682,61174.05,C1891,163548,180877.95,0,0,21/08/2023 01:11
transfer,1701.23,C375,82971,84204.77,C1044,155397,159983.23,0,0,07/10/2023 14:23
transfer,16238.37,C723,51993,33429.63,C1224,143398,158209.37,0,0,25/05/2023 08:12
TRANSFER,2467.24,C7,39386,41360.76,C1527,12911,11393.24,0,0,02/07/2022 22:52
Cash_Out,2434.83,C695,56624,53194.17,C1723,160152,161969.83,0,0,21/01/2023 21:40
Cash_Out,2080.51,C979,57065,56528.49,C1711,22635,28249.51,0,0,28/07/2023 17:07
CASHOUT,3897.97,C163,85504,85435.03,C1240,51179,56368.97,0,0,09/02/2023 19:38
Cash_Out,837.04,C964,8539,3649.96,C1613,136285,138475.04,0,0,03/09/2022 16:00
payment ,3901.21,C294,13305,9160.79,C1094,63545,65566.21,0,0,23/10/2023 18:22
TRANSFER,7175.36,C357,53817,47923.64,C1364,159012,163010.36,0,0,12/10/2023 05:02
transfer,8968.31,C80,24398,10571.69,C1184,125918,134312.31,0,0,16/04/2023 07:45
transfer,2903.03,C773,97616,95713.97,C1135,48604,46517.03,0,0,27/02/2023 19:39
payment ,1800.07,C274,75801,75652.93,C1024,74332,75736.07,0,0,06/03/2022 12:52
CASHOUT,1501.03,C920,49107,47186.97,C1936,49119,55280.03,0,0,13/01/2022 20:38
PAYMENT,1082.23,C898,32152,31156.77,C1317,82888,88275.23,0,0,01/08/2022 05:06
payment ,296.88,C616,93260,89423.12,C1332,61604,65713.88,0,0,30/08/2022 14:35
CASHOUT,2096.16,C820,30624,27414.84,C1913,16820,14816.16,0,0,08/05/2023 02:00
payment ,1575.25,C539,99655,101563.75,C1561,76502,76824.25,0,0,01/08/2022 15:26
TRANSFER,16968.73,C921,56132,43998.27,C1680,112271,125710.73,0,0,24/11/2023 18:18
payment ,4078.93,C46,52979,44737.07,C1801,67345,73284.93,0,0,04/12/2022 14:02
payment ,2133.01,C391,58013,60108.99,C1099,170386,170622.01,0,0,22/06/2022 06:23
Cash_Out,4343.07,C824,94925,91427.93,C1369,40875,48736.07,0,0,03/11/2023 00:45
CASHOUT,749.45,C566,63797,66510.55,C1592,71041,66863.45,0,0,13/06/2022 02:52
TRANSFER,2935.33,C78,51798,46231.67,C1011,70793,68978.33,0,0,10/04/2023 14:56
 CASH_IN,4920.63,C512,16650,15726.37,C1719,4909,7326.63,0,0,12/05/2023 22:25
transfer,3355.93,C679,26014,20832.07,C1076,92881,95864.93,0,0,01/12/2023 04:57
PAYMENT,1019.52,C22,76421,81416.69,C1586,14866,60333,0,0,30/01/2023 17:38
CASHOUT,10614.45,C437,30028,23436.55,C1681,90404,104511.45,0,0,04/11/2022 12:30
payment ,4882.94,C297,66558,59846.06,C1822,65997,74655.94,0,0,02/07/2022 16:03
Cash_Out,4212.62,C975,24331,17158.38,C1347,28460,34189.62,0,0,21/09/2023 19:33
payment ,4846.62,C945,67573,64458.38,C1442,48500,49980.62,0,0,25/05/2023 06:15
CASHOUT,1123.93,C259,74292,77954.07,C1690,199841,200969.93,0,0,09/12/2023 07:07
PAYMENT,2513.77,C775,46326,45184.23,C1087,12128,15670.77,0,0,30/06/2023 00:00
PAYMENT,201.3,C675,82979,87595.7,C1948,5202,8647.3,0,0,18/07/2023 23:06
payment ,3226.99,C9,99728,97486.01,C1464,101243,105084.99,0,0,16/09/2023 22:01
payment ,3915.63,C627,4123,2769.37,C1776,196399,198158.63,0,0,17/08/2023 18:20
payment ,1292.23,C157,16603,16210.77,C1493,179037,180952.23,0,0,15/08/2022 01:53
transfer,16625.19,C867,65941,52280.81,C1221,162310,178525.19,0,0,12/03/2023 10:44
Cash_Out,12009.52,C783,42597,30903.48,C1996,79258,91215.52,0,0,26/02/2023 02:26
Cash_Out,6403.25,C157,63238,60299.75,C1514,130388,136981.25,0,0,08/07/2023 00:22
 CASH_IN,3811.27,C319,84238,76015.73,C1117,111302,117997.27,0,0,21/01/2022 14:47
 CASH_IN,10199.92,C875,42719,36293.08,C1135,128623,140154.92,0,0,08/07/2023 23:03
PAYMENT,700.06,C201,91786,91148.94,C1977,180312,176674.06,0,0,01/02/2023 21:40
PAYMENT,7815.39,C120,41751,32568.61,C1186,83583,94597.39,0,0,17/09/2023 16:43
CASHOUT,666.63,C138,86978,83301.37,C1541,199909,202050.63,0,0,15/04/2022 02:19
CASHOUT,7904.51,C673,17693,11303.49,C1578,185361,191352.51,0,0,11/07/2022 06:34
 CASH_IN,1613.21,C719,89541,84185.79,C1310,163616,164990.21,0,0,17/01/2022 07:40
transfer,10481.54,C566,37697,25081.46,C1929,60064,66213.54,0,0,30/04/2022 18:18
PAYMENT,14415.78,C338,94524,78846.22,C1378,97119,116011.78,0,0,28/01/2023 19:15
CASHOUT,805.52,C259,97869,92634.48,C1810,22413,21838.52,0,0,01/03/2023 09:14
transfer,3105.77,C432,29992,30622.23,C1411,82341,80606.77,0,0,09/05/2022 10:01
Cash_Out,19813.26,C43,63825,43233.74,C1420,179971,201244.26,0,0,10/05/2022 01:04
PAYMENT,3302.5,C158,9522,1856.5,C1216,86891,85210.5,0,0,26/07/2023 06:56
TRANSFER,9958.89,C815,45406,38679.11,C1669,33033,40524.89,0,0,14/07/2023 10:49
PAYMENT,4442.55,C354,12121,7560.45,C1070,101154,107106.55,0,0,29/01/2022 02:48
CASHOUT,2352.66,C97,14219,11258.34,C1829,1378,3176.66,0,0,07/04/2022 10:52
PAYMENT,1682.85,C537,1617,4746.15,C1109,137575,139811.85,0,0,10/01/2022 20:28
 CASH_IN,1135.9,C870,43016,40552.1,C1284,105461,104514.9,0,0,30/08/2022 13:57
TRANSFER,7173.19,C709,50672,47989.81,C1882,173846,185264.19,0,0,20/08/2022 01:53
 CASH_IN,2443.21,C608,24276,24089.79,C1769,190680,188438.21,0,0,11/10/2022 04:36
PAYMENT,3579.78,C238,99887,96018.22,C1601,119104,122515.78,0,0,16/12/2023 11:23
 CASH_IN,3389.57,C474,72240,69493.43,C1872,33617,34217.57,0,0,27/12/2023 08:40
CASHOUT,4305.21,C523,55735,46588.79,C1568,135886,142260.21,0,0,19/07/2022 08:36
Cash_Out,10033.82,C556,17959,12848.18,C1952,126616,140160.82,0,0,20/03/2022 12:42
CASHOUT,19748.45,C391,28522,9711.55,C1297,189407,209288.45,0,0,22/06/2022 14:01
transfer,2617.73,C8,56087,58393.27,C1498,23763,27802.73,0,0,12/04/2023 19:07
CASHOUT,7230.81,C388,26567,22747.19,C1696,134346,139291.81,0,0,20/02/2023 19:19
transfer,4261.05,C838,60523,58847.95,C1710,180940,189026.05,0,0,25/03/2023 08:07
PAYMENT,15623.19,C209,62708,46558.81,C1529,54232,74752.19,0,0,28/03/2022 01:19
transfer,1118.68,C53,22560,26382.32,C1197,145299,148082.68,0,0,11/04/2022 13:18
 CASH_IN,578.54,C615,58390,59884.46,C1506,148351,151036.54,0,0,08/01/2022 14:06
payment ,9619.44,C151,68149,63191.56,C1488,110249,120000.44,0,0,19/07/2022 22:25
PAYMENT,2891.51,C409,36660,33827.49,C1743,196012,202767.51,0,0,20/05/2023 17:25
transfer,9385.57,C9,45104,35046.43,C1026,173808,186855.57,0,0,28/03/2022 22:01
 CASH_IN,11178.85,C956,57805,43020.15,C1117,92916,105876.85,0,0,12/02/2022 21:48
 CASH_IN,322.47,C551,24496,20094.53,C1053,140723,138652.47,0,0,20/01/2023 14:30
CASHOUT,10747.81,C555,83301,70326.19,C1503,84463,93542.81,0,0,13/09/2023 12:39
TRANSFER,2973.93,C879,91257,87745.07,unknown,7771,10441.93,0,0,11/03/2023 13:22
TRANSFER,13044.37,C666,22873,11561.63,C1478,40834,54512.37,0,0,26/10/2023 02:33
 CASH_IN,96.51,C450,73920,78133.49,C1161,134625,135981.51,0,0,17/01/2022 18:40
transfer,3239.37,C593,13727,7352.63,C1661,165189,164613.37,0,0,07/10/2023 04:05
transfer,5819.31,C196,69070,58974.69,C1215,101290,109104.31,0,0,28/05/2022 10:44
transfer,6413.4,C397,99059,88356.6,C1830,193209,200731.4,1,0,04/10/2022 05:03
CASHOUT,5896.93,C920,97425,94238.07,C1419,128928,136265.93,0,0,20/08/2022 16:32
transfer,721.86,C51,49979,49337.14,C1347,34890,31526.86,0,0,01/01/2023 21:03
TRANSFER,1779.06,C734,25465,19075.94,C1339,93740,97983.06,0,0,16/08/2022 06:58
payment ,2221.41,C468,53900,55940.59,C1828,79428,78266.41,0,0,13/10/2023 01:58
transfer,8159.37,C367,59799,51126.63,C1849,8689,21723.37,0,0,12/03/2023 07:09
payment ,1633.92,C373,96129,97611.08,C1553,28063,27121.92,0,0,03/02/2023 16:08
Cash_Out,1183.08,C58,21330,21893.92,C1351,57198,53806.08,0,0,30/07/2022 07:53
PAYMENT,44.51,C787,78443,77892.49,C1585,147763,145391.51,0,0,14/05/2023 04:25
CASHOUT,30644.11,C845,89966,57893.89,C1904,133823,164115.11,0,0,24/06/2023 11:56
Cash_Out,3469.33,C787,72717,89841.09,C1374,123763,,0,0,17/07/2023 06:37
Cash_Out,8814.97,C951,12875,1371.03,C1536,7782,12110.97,0,0,06/05/2023 17:32
TRANSFER,1745.09,C868,27219,27246.91,C1908,83184,83364.09,0,0,18/03/2023 01:50
TRANSFER,72.09,C109,36182,38014.91,C1302,143612,143209.09,0,0,18/09/2022 15:56
payment ,6694.56,C541,80541,72488.44,C1241,45991,50301.56,0,0,16/12/2022 05:42
payment ,8983.19,C106,42269,34623.81,C1377,70875,83740.19,0,0,18/12/2022 11:44
CASHOUT,6744.53,C296,79781,70645.47,C1684,158681,163629.53,0,0,04/06/2023 06:51
CASHOUT,770.71,C851,6457,10308.29,C1388,56655,60190.71,0,0,16/11/2022 17:20
PAYMENT,7000.5,C838,6749,988.5,C1286,63177,73721.5,0,0,18/05/2022 22:41
transfer,7325.02,C830,33064,28544.98,C1158,58396,61838.02,0,0,04/07/2023 22:00
CASHOUT,5372.63,C964,9821,205.37,C1353,16877,18654.63,0,0,15/09/2023 14:00
CASHOUT,7264.65,C94,98297,91118.35,C1729,127934,135612.65,0,0,03/01/2023 11:06
payment ,9351.46,C796,78655,70523.54,C1454,18405,29097.46,0,0,08/08/2022 19:38
transfer,4754.46,C718,7664,7840.54,C1936,116435,120363.46,0,0,03/12/2022 16:23
PAYMENT,463.89,C984,29281,29419.11,C1626,48629,44769.89,0,0,11/08/2022 04:24
 CASH_IN,3343.52,C844,31821,32803.48,C1941,46233,53318.52,0,0,10/10/2023 19:42
 CASH_IN,404.15,C683,24647,25363.85,C1240,21471,25886.15,0,0,26/12/2022 10:17
TRANSFER,2617.39,C471,69918,71256.61,C1819,3302,1132.39,0,0,25/11/2022 04:32
PAYMENT,2613.7,C78,81985,77096.3,C1211,113466,112745.7,0,0,08/04/2023 06:45
transfer,341.45,C983,82799,80825.55,C1362,80048,84474.45,0,0,15/07/2023 06:25
TRANSFER,2144.85,C249,90179,86531.15,C1597,97972,99370.85,0,0,17/01/2023 12:27
TRANSFER,588.28,C729,74944,77529.72,C1132,154583,152957.28,1,0,13/08/2023 05:37
TRANSFER,8257.43,C338,89142,85748.57,C1779,136094,147564.43,0,0,09/09/2023 02:57
PAYMENT,14752.65,C56,27603,13492.35,C1508,43239,58851.65,0,0,18/06/2022 02:58
payment ,375.32,C919,46458,49856.68,C1276,128185,124821.32,0,0,05/08/2022 13:59
transfer,15518.28,C146,70605,54852.72,C1264,123811,135501.28,0,0,13/01/2023 17:38
PAYMENT,3696.76,C745,19623,15559.24,C1604,121097,124673.76,0,0,29/04/2022 07:43
PAYMENT,1780.27,C16,44440,39480.73,C1602,59269,58103.27,0,0,09/07/2022 00:49
Cash_Out,399.88,C367,82427,78212.12,C1656,103558,101772.88,0,0,05/01/2023 03:03
CASHOUT,3471.98,C708,7704,869.02,C1359,90868,94013.98,0,0,29/05/2022 21:57
 CASH_IN,7911.92,C188,93826,88150.08,C1663,189470,197577.92,0,0,07/11/2023 11:50
PAYMENT,1503.3,C643,27460,24903.44,C1666,61895,11296.92,0,0,14/10/2023 10:53
Cash_Out,257.66,C247,83045,79533.34,C1135,69890,70168.66,0,0,03/05/2023 00:54
 CASH_IN,378.48,C149,82805,83223.52,C1764,97383,98991.48,0,0,09/01/2023 17:29
payment ,2578.13,C713,73511,74021.87,C1427,35284,42841.13,0,0,24/11/2023 12:40
payment ,1749.85,C212,6565,2435.15,C1829,179712,179092.85,0,0,09/06/2022 04:50
transfer,1322.33,C216,88003,89277.67,C1028,75692,78359.33,0,0,17/12/2022 02:38
